7/3/2024~/~-5.08~/~Point Of Sale Withdrawal XX7887 BYUI UNIVERSITY STORE REXBURG IDUS~/~Education
7/3/2024~/~-66.78~/~Point Of Sale Withdrawal XX6138 Acme Fireworks PRESTON IDUS~/~Groceries
7/2/2024~/~-18.9~/~Fat Cats~/~Entertainment
7/2/2024~/~-63.57~/~Kohl's~/~Shopping
7/2/2024~/~-23.62~/~Costa Vida~/~Restaurants & Dining
7/2/2024~/~200~/~Deposit #77523366# Transfer From ******2011~/~Deposits
7/2/2024~/~-58.8~/~Target~/~Shopping
6/30/2024~/~-9.99~/~Payment to Patreon~/~Dues and Subscriptions
6/30/2024~/~-266.99~/~Amazon~/~Shopping
6/30/2024~/~400~/~Deposit #77434106# Transfer From ******2011~/~Deposits
6/30/2024~/~-2.73~/~Maverik~/~Gasoline/Fuel
6/29/2024~/~-35.67~/~Maverik~/~Gasoline/Fuel
6/29/2024~/~-1.37~/~Maverik~/~Gasoline/Fuel
6/28/2024~/~-23.16~/~McDonald's~/~Restaurants & Dining
6/28/2024~/~-3.79~/~Maverik~/~Gasoline/Fuel
6/27/2024~/~-2.87~/~Broulim's~/~Groceries
6/27/2024~/~-5.58~/~Broulim's~/~Groceries
6/27/2024~/~-4.24~/~Point Of Sale Withdrawal XX5762 BRIGHAM YOUNG IDAHO CP XX8131 IDUS~/~Clothing
